vals,
1e-12,
1.1000000000000002e-12,
1.2e-12,
1.3000000000000001e-12,
1.5e-12,
1.6e-12,
1.8e-12,
2e-12,
2.2000000000000003e-12,
2.4e-12,
2.7000000000000002e-12,
3e-12,
3.2999999999999997e-12,
3.6e-12,
3.9e-12,
4.3e-12,
4.7e-12,
5.1e-12,
5.5999999999999996e-12,
6.2e-12,
6.799999999999999e-12,
7.5e-12,
8.2e-12,
9.1e-12,
1e-11,
1.1e-11,
1.1999999999999999e-11,
1.3e-11,
1.5e-11,
1.6e-11,
1.8e-11,
2e-11,
2.2e-11,
2.3999999999999998e-11,
2.7e-11,
3e-11,
3.2999999999999996e-11,
3.6e-11,
3.8999999999999995e-11,
4.2999999999999994e-11,
4.7e-11,
5.099999999999999e-11,
5.5999999999999994e-11,
6.199999999999999e-11,
6.8e-11,
7.5e-11,
8.199999999999999e-11,
9.1e-11,
1e-10,
1.1000000000000001e-10,
1.2e-10,
1.3000000000000002e-10,
1.5e-10,
1.6000000000000002e-10,
1.8e-10,
2e-10,
2.2000000000000002e-10,
2.4e-10,
2.7000000000000005e-10,
3e-10,
3.3e-10,
3.6e-10,
3.9e-10,
4.3e-10,
4.7e-10,
5.1e-10,
5.6e-10,
6.2e-10,
6.8e-10,
7.5e-10,
8.2e-10,
9.1e-10,
1e-09,
1.1000000000000001e-09,
1.2e-09,
1.3e-09,
1.5000000000000002e-09,
1.6000000000000003e-09,
1.8000000000000002e-09,
2e-09,
2.2000000000000003e-09,
2.4e-09,
2.7e-09,
3.0000000000000004e-09,
3.3e-09,
3.6000000000000004e-09,
3.9e-09,
4.3000000000000005e-09,
4.700000000000001e-09,
5.1e-09,
5.6e-09,
6.200000000000001e-09,
6.8000000000000005e-09,
7.500000000000001e-09,
8.199999999999999e-09,
9.1e-09,
1e-08,
1.1000000000000001e-08,
1.2e-08,
1.3e-08,
1.5000000000000002e-08,
1.6e-08,
1.8000000000000002e-08,
2e-08,
2.2000000000000002e-08,
2.4e-08,
2.7000000000000004e-08,
3.0000000000000004e-08,
3.3e-08,
3.6000000000000005e-08,
3.9e-08,
4.3e-08,
4.7000000000000004e-08,
5.1e-08,
5.6e-08,
6.2e-08,
6.8e-08,
7.5e-08,
8.199999999999999e-08,
9.1e-08,
1e-07,
1.1e-07,
1.2e-07,
1.3e-07,
1.5e-07,
1.6e-07,
1.8e-07,
2e-07,
2.2e-07,
2.4e-07,
2.7e-07,
3e-07,
3.2999999999999996e-07,
3.6e-07,
3.8999999999999997e-07,
4.2999999999999996e-07,
4.7e-07,
5.1e-07,
5.599999999999999e-07,
6.2e-07,
6.8e-07,
7.5e-07,
8.199999999999999e-07,
9.1e-07,
1e-06,
1.1e-06,
1.2e-06,
1.3e-06,
1.5e-06,
1.6e-06,
1.8e-06,
2e-06,
2.2e-06,
2.4e-06,
2.7e-06,
3e-06,
3.2999999999999997e-06,
3.6e-06,
3.9e-06,
4.2999999999999995e-06,
4.7e-06,
5.0999999999999995e-06,
5.6e-06,
6.2e-06,
6.799999999999999e-06,
7.499999999999999e-06,
8.2e-06,
9.1e-06,
1e-05,
1.1000000000000001e-05,
1.2e-05,
1.3000000000000001e-05,
1.5000000000000002e-05,
1.6000000000000003e-05,
1.8e-05,
2e-05,
2.2000000000000003e-05,
2.4e-05,
2.7000000000000002e-05,
3.0000000000000004e-05,
3.3e-05,
3.6e-05,
3.9e-05,
4.3e-05,
4.7000000000000004e-05,
5.1e-05,
5.6e-05,
6.2e-05,
6.8e-05,
7.500000000000001e-05,
8.2e-05,
9.1e-05,
0.0001,
0.00011000000000000002,
0.00012,
0.00013000000000000002,
