vals,
1e-12,
1.02e-12,
1.05e-12,
1.07e-12,
1.1000000000000002e-12,
1.1299999999999998e-12,
1.15e-12,
1.1799999999999998e-12,
1.2099999999999999e-12,
1.24e-12,
1.27e-12,
1.3000000000000001e-12,
1.33e-12,
1.37e-12,
1.3999999999999999e-12,
1.43e-12,
1.47e-12,
1.5e-12,
1.5400000000000001e-12,
1.5800000000000001e-12,
1.6200000000000002e-12,
1.6499999999999998e-12,
1.6899999999999999e-12,
1.7399999999999999e-12,
1.78e-12,
1.82e-12,
1.87e-12,
1.9099999999999997e-12,
1.9599999999999997e-12,
2e-12,
2.05e-12,
2.1e-12,
2.16e-12,
2.21e-12,
2.2599999999999997e-12,
2.32e-12,
2.37e-12,
2.43e-12,
2.49e-12,
2.55e-12,
2.61e-12,
2.6699999999999997e-12,
2.74e-12,
2.7999999999999998e-12,
2.87e-12,
2.94e-12,
3.01e-12,
3.09e-12,
3.1600000000000003e-12,
3.2400000000000003e-12,
3.3199999999999996e-12,
3.3999999999999996e-12,
3.4799999999999997e-12,
3.57e-12,
3.65e-12,
3.74e-12,
3.83e-12,
3.9199999999999995e-12,
4.0199999999999994e-12,
4.12e-12,
4.219999999999999e-12,
4.32e-12,
4.42e-12,
4.53e-12,
4.64e-12,
4.75e-12,
4.87e-12,
4.99e-12,
5.11e-12,
5.23e-12,
5.3600000000000006e-12,
5.49e-12,
5.62e-12,
5.76e-12,
5.9e-12,
6.04e-12,
6.19e-12,
6.34e-12,
6.49e-12,
6.65e-12,
6.8099999999999995e-12,
6.9800000000000006e-12,
7.15e-12,
7.32e-12,
7.5e-12,
7.68e-12,
7.87e-12,
8.06e-12,
8.25e-12,
8.449999999999999e-12,
8.66e-12,
8.869999999999999e-12,
9.09e-12,
9.31e-12,
9.529999999999998e-12,
9.759999999999999e-12,
1e-11,
1.02e-11,
1.05e-11,
1.07e-11,
1.1e-11,
1.1299999999999997e-11,
1.1499999999999999e-11,
1.1799999999999999e-11,
1.2099999999999999e-11,
1.2399999999999999e-11,
1.2699999999999999e-11,
1.3e-11,
1.33e-11,
1.37e-11,
1.3999999999999999e-11,
1.4299999999999998e-11,
1.4699999999999998e-11,
1.5e-11,
1.54e-11,
1.58e-11,
1.62e-11,
1.6499999999999998e-11,
1.6899999999999998e-11,
1.74e-11,
1.78e-11,
1.82e-11,
1.87e-11,
1.9099999999999997e-11,
1.96e-11,
2e-11,
2.0499999999999997e-11,
2.1e-11,
2.1600000000000002e-11,
2.2099999999999997e-11,
2.2599999999999995e-11,
2.3199999999999998e-11,
2.37e-11,
2.43e-11,
2.49e-11,
2.5499999999999996e-11,
2.6099999999999996e-11,
2.67e-11,
2.74e-11,
2.7999999999999997e-11,
2.87e-11,
2.9399999999999997e-11,
3.01e-11,
3.09e-11,
3.16e-11,
3.24e-11,
3.32e-11,
3.4e-11,
3.48e-11,
3.57e-11,
3.6499999999999997e-11,
3.74e-11,
3.83e-11,
3.92e-11,
4.0199999999999994e-11,
4.12e-11,
4.2199999999999994e-11,
4.3200000000000003e-11,
4.4199999999999993e-11,
4.53e-11,
4.6399999999999996e-11,
4.75e-11,
4.87e-11,
4.99e-11,
5.11e-11,
5.23e-11,
5.36e-11,
5.49e-11,
5.62e-11,
5.7599999999999994e-11,
5.9e-11,
6.039999999999999e-11,
6.19e-11,
6.34e-11,
6.49e-11,
6.65e-11,
6.809999999999999e-11,
6.98e-11,
7.15e-11,
7.32e-11,
7.5e-11,
7.68e-11,
7.87e-11,
8.06e-11,
8.25e-11,
8.449999999999999e-11,
8.659999999999999e-11,
8.869999999999999e-11,
9.089999999999999e-11,
9.31e-11,
9.529999999999998e-11,
9.759999999999999e-11,
1e-10,
1.0200000000000001e-10,
1.0500000000000001e-10,
1.07e-10,
1.1000000000000001e-10,
1.13e-10,
1.1499999999999999e-10,
1.18e-10,
1.21e-10,
1.24e-10,
1.27e-10,
1.3000000000000002e-10,
1.33e-10,
1.3700000000000002e-10,
1.4e-10,
1.43e-10,
1.47e-10,
1.5e-10,
1.54e-10,
1.5800000000000002e-10,
1.62e-10,
1.65e-10,
1.69e-10,
1.74e-10,
1.78e-10,
1.8200000000000002e-10,
1.8700000000000003e-10,
1.9099999999999999e-10,
1.96e-10,
2e-10,
2.05e-10,
2.1000000000000002e-10,
2.1600000000000003e-10,
2.21e-10,
2.26e-10,
2.32e-10,
2.37e-10,
2.4300000000000004e-10,
2.49e-10,
2.55e-10,
2.61e-10,
2.67e-10,
2.7400000000000004e-10,
2.8e-10,
2.8700000000000004e-10,
2.94e-10,
3.01e-10,
3.09e-10,
3.1600000000000005e-10,
3.24e-10,
3.32e-10,
3.4e-10,
3.48e-10,
3.57e-10,
3.65e-10,
3.7400000000000005e-10,
3.83e-10,
3.92e-10,
4.0199999999999996e-10,
4.12e-10,
4.22e-10,
4.3200000000000006e-10,
4.42e-10,
4.5300000000000004e-10,
4.64e-10,
4.75e-10,
4.870000000000001e-10,
4.99e-10,
5.110000000000001e-10,
5.230000000000001e-10,
5.36e-10,
5.490000000000001e-10,
5.62e-10,
5.76e-10,
5.9e-10,
6.04e-10,
6.19e-10,
6.34e-10,
6.49e-10,
6.650000000000001e-10,
6.81e-10,
6.980000000000001e-10,
7.15e-10,
7.320000000000001e-10,
7.5e-10,
7.68e-10,
7.870000000000001e-10,
8.060000000000001e-10,
8.25e-10,
8.45e-10,
8.66e-10,
8.869999999999999e-10,
9.090000000000001e-10,
9.310000000000001e-10,
9.53e-10,
9.76e-10,
1e-09,
1.02e-09,
1.05e-09,
1.07e-09,
1.1000000000000001e-09,
1.13e-09,
1.15e-09,
1.18e-09,
1.21e-09,
1.24e-09,
1.2700000000000002e-09,
1.3e-09,
1.3300000000000002e-09,
1.3700000000000002e-09,
1.4e-09,
1.43e-09,
1.47e-09,
1.5000000000000002e-09,
1.54e-09,
1.5800000000000001e-09,
1.6200000000000002e-09,
1.65e-09,
1.69e-09,
1.7400000000000002e-09,
1.78e-09,
1.8200000000000001e-09,
1.8700000000000004e-09,
1.9100000000000002e-09,
1.9600000000000003e-09,
2e-09,
2.0499999999999997e-09,
2.1e-09,
2.1600000000000004e-09,
2.21e-09,
2.26e-09,
2.32e-09,
2.3700000000000003e-09,
2.4300000000000005e-09,
2.4900000000000003e-09,
2.55e-09,
2.61e-09,
2.67e-09,
2.7400000000000005e-09,
2.8e-09,
2.8700000000000002e-09,
2.94e-09,
3.01e-09,
3.09e-09,
3.1600000000000003e-09,
3.2400000000000004e-09,
3.32e-09,
3.4000000000000003e-09,
3.4800000000000004e-09,
3.57e-09,
3.65e-09,
3.740000000000001e-09,
3.83e-09,
3.9200000000000005e-09,
4.02e-09,
